fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240512 223325	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	789	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0201848952799199	0.536453484636487	1759	100	13504	61876365.8170915	34
20240512 224638	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	640	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0201104077002042	0.544906267031292	1394	100	10469	61584124.4377811	35
20240512 225928	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	790	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.022153703433439	0.50022297622202	1212	100	11526	61854443.7781109	36
20240512 230633	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	392	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0838421834029811	0.500034902066617	954	294	11604	62355436.2818591	37
20240512 231443	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	187	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.10708330410756	0.897198716010443	2048	100	11559	60994724.137931	38
20240512 233213	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2063	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0528586037130573	0.50018580854988	887	226	14494	61548104.9475262	39
20240512 234557	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	926	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.113410208661197	0.710781439153072	733	1141	12345	62045419.7901049	40
20240513 000215	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1575	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0200462000326327	0.500248932771662	768	101	13042	62862725.6371814	41
20240513 001831	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1575	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0200462000326327	0.500248932771662	768	101	13042	62862725.6371814	42
20240513 003003	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	971	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0201582598807596	0.501086721209127	728	100	11795	62357308.8455772	43
20240513 005028	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2172	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0202293247181852	0.500453446399322	745	101	11041	62081197.9010495	44
20240513 005706	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	546	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.127237215852493	0.500018118193009	795	101	9550	61096746.6266867	45
20240513 010505	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	421	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0200418162856458	0.500894078280307	817	136	10813	61172754.1229385	46
20240513 012138	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1211	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0209713470311747	0.500880332434944	1162	100	11546	62786467.7661169	47
20240513 013945	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1412	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0208158620068947	0.500060372566163	1118	101	11520	62789145.4272864	48
20240513 015432	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1008	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0202139461033875	0.500258534181593	1173	101	10959	62600781.1094453	49
20240513 021244	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1412	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0208158620068947	0.500060372566163	1118	101	11520	62789145.4272864	50
20240513 022645	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	943	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0216349140063361	0.500325952052753	1131	100	12399	62248697.1514243	51
